label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;subcooling;subcooling_set
Condenser;Condenser;[];[];[];[];[];[];[];nan;False;False;-6274482.890365514;False;False;583129.6122566729;False;False;10.760014169206194;False;False;4.999999962173831;False;False;19.81839960092543;False;False;0.9900000000000001;True;False;0.99;True;False;0.6916940483242808;False;False;123.04586571651859;False;False;0x000001C9CB49F8B0;False;m;0x000001C9CB49F9A0;False;m;False;True
